
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,15000.00000, 0.00000,-0.95320, 0.00000,500.00000,-0.95320, 0.00000, 0.00000, 5.00000, 0.00000,-0.30661, 0.00000, 0.14947, 0.47339,187.31921,1193.18672,-5030.47712,-1.11792, 0.00000, 0.00000,
 0.10000,49.95263, 0.00000,14999.87133, 0.00000,-0.47898,-0.00000,499.07372,-0.19166, 0.00000, 0.00000, 4.47685,-0.00000,-0.27884, 0.00000, 0.28409, 0.47252,186.62659,1193.19292,-4456.60135,-1.11792, 0.00000, 0.00000,
 0.20000,99.81634, 0.00000,14999.51236, 0.00000,-0.05913,-0.00000,498.24346, 0.47220, 0.00000, 0.00000, 3.91213,-0.00000,-0.24886, 0.00000, 0.39209, 0.47173,186.00834,1193.21022,-3937.33707,-1.11792, 0.00000, 0.00000,
 0.30000,149.60000, 0.00000,14998.95742, 0.00000, 0.30198,-0.00000,497.50642, 1.04276, 0.00000,-0.00000, 3.30428,-0.00000,-0.22036, 0.00000, 0.47989, 0.47103,185.46178,1193.23697,-3467.48733,-1.11792, 0.00000, 0.00000,
 0.40000,199.31185, 0.00000,14998.23433,-0.00000, 0.60084,-0.00000,496.84833, 1.52250, 0.00000,-0.00000, 2.66993,-0.00000,-0.19505,-0.00000, 0.55110, 0.47041,184.97581,1193.27182,-3042.34970,-1.11792, 0.00000, 0.00000,
 0.50000,248.95902, 0.00000,14997.36575,-0.00000, 0.83561,-0.00000,496.25778, 1.91520, 0.00000,-0.00000, 2.02480,-0.00000,-0.17265,-0.00000, 0.60683, 0.46985,184.54156,1193.31369,-2657.66927,-1.11792, 0.00000, 0.00000,
 0.60000,298.54774, 0.00000,14996.36946,-0.00000, 1.00590,-0.00000,495.72635, 2.22575, 0.00000,-0.00000, 1.38248,-0.00000,-0.15289,-0.00000, 0.64831, 0.46934,184.15250,1193.36171,-2309.59601,-1.11792, 0.00000, 0.00000,
 0.70000,348.08357, 0.00000,14995.25878,-0.00000, 1.11258,-0.00000,495.24797, 2.45990, 0.00000,-0.00000, 0.75451,-0.00000,-0.13552,-0.00000, 0.67686, 0.46889,183.80389,1193.41525,-1994.64631,-1.11792, 0.00000, 0.00000,
 0.80000,397.57155, 0.00000,14994.04294,-0.00000, 1.15760,-0.00000,494.81827, 2.62401, 0.00000,-0.00000, 0.15048,-0.00000,-0.12029,-0.00000, 0.69383, 0.46848,183.49234,1193.47386,-1709.66804,-1.11792, 0.00000, 0.00000,
 0.90000,447.01630,-0.00000,14992.72750,-0.00000, 1.14373,-0.00000,494.43410, 2.72482, 0.00000,-0.00000,-0.42190,-0.00000,-0.10699,-0.00000, 0.70059, 0.46811,183.21537,1193.53728,-1451.80903,-1.11792, 0.00000, 0.00000,
 1.00000,496.42211,-0.00000,14991.31476,-0.00000, 1.07447,-0.00000,494.09314, 2.76932, 0.00000,-0.00000,-0.95663,-0.00000,-0.09537,-0.00000, 0.69867, 0.46779,182.97117,1193.60538,-1218.48855,-1.11007, 0.00000, 0.00000,
 1.10000,545.79282,-0.00000,14989.80922,-0.00000, 0.89555,-0.00000,493.77756, 2.69163, 0.00000,-0.00000,-3.05286,-0.00000,-0.09584,-0.00000, 0.73643, 0.46748,182.74647,1193.67797,-1007.37145, 3.10378, 0.00000, 0.00000,
 1.20000,595.12944,-0.00000,14988.21483,-0.00000, 0.43259,-0.00000,493.47709, 2.34445, 0.00000,-0.00000,-6.21744,-0.00000,-0.09361,-0.00000, 0.64000, 0.46720,182.53360,1193.75484,-816.34480, 3.77883, 0.00000, 0.00000,
 1.30000,644.43441,-0.00000,14986.50306,-0.00000,-0.34133,-0.00000,493.22550, 1.73280, 0.00000,-0.00000,-9.20745,-0.00000,-0.09140,-0.00000, 0.49138, 0.46696,182.35768,1193.83738,-643.49674, 3.86838, 0.00000, 0.00000,
 1.40000,693.71079,-0.00000,14984.62701,-0.00000,-1.39694,-0.00000,493.02448, 0.90070, 0.00000,-0.00000,-11.84193,-0.00000,-0.09074,-0.00000, 0.31163, 0.46676,182.22018,1193.92784,-487.09735, 3.88026, 0.00000, 0.00000,
 1.50000,742.96020,-0.00000,14982.52959,-0.00000,-2.69706,-0.00000,492.86292,-0.10497, 0.00000,-0.00000,-14.09881,-0.00000,-0.09061,-0.00000, 0.10906, 0.46661,182.11321,1194.02898,-345.58133, 3.88184, 0.00000, 0.00000,
 1.60000,792.18212,-0.00000,14980.14583,-0.00000,-4.21206,-0.00000,492.73684,-1.24446, 0.00000,-0.00000,-16.20511,-0.00000,-0.08368,-0.00000,-0.12447, 0.46648,182.03416,1194.14395,-217.53233, 3.88205, 0.00000, 0.00000,
 1.70000,841.37383,-0.00000,14977.40184,-0.00000,-5.94019,-0.00000,492.62989,-2.50657, 0.00000,-0.00000,-18.37494,-0.00000,-0.07714,-0.00000,-0.37870, 0.46638,181.97139,1194.27629,-101.66881, 3.88207, 0.00000, 0.00000,
 1.80000,890.52768,-0.00000,14974.21697,-0.00000,-7.89198,-0.00000,492.50623,-3.89405, 0.00000,-0.00000,-20.69336,-0.00000,-0.07091,-0.00000,-0.65495, 0.46625,181.89889,1194.42991, 3.16884, 3.88208, 0.00000, 0.00000,
 1.90000,939.62926,-0.00000,14970.50411,-0.00000,-10.08681,-0.00000,492.31849,-5.41664, 0.00000,-0.00000,-23.22691,-0.00000,-0.06538,-0.00000,-0.98242, 0.46607,181.78219,1194.60902,98.02986, 3.88208, 0.00000, 0.00000,
